#number;groundtruth;mba
141;(((~((b*d)^(d*d)))-b));((((((b & d) * (b | d) + (b & ~ d) * (~ b & d)) & ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - (((b & d) * (b | d) + (b & ~ d) * (~ b & d)) | ((d & d) * (d | d) + (d & ~ d) * (~ d & d)))) - 1) ^ b) - ((~ (((((b & d) * (b | d) + (b & ~ d) * (~ b & d)) & ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - (((b & d) * (b | d) + (b & ~ d) * (~ b & d)) | ((d & d) * (d | d) + (d & ~ d) * (~ d & d)))) - 1) & b) + (~ (((((b & d) * (b | d) + (b & ~ d) * (~ b & d)) & ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - (((b & d) * (b | d) + (b & ~ d) * (~ b & d)) | ((d & d) * (d | d) + (d & ~ d) * (~ d & d)))) - 1) & b))
142;(((~b)|(e|(c-b))));((- b - 1) & ~ ((e & ~ (((c & ~ b) + (c & ~ b)) - (c ^ b))) + (((c & ~ b) + (c & ~ b)) - (c ^ b)))) + ((e & ~ (((c & ~ b) + (c & ~ b)) - (c ^ b))) + (((c & ~ b) + (c & ~ b)) - (c ^ b)))
143;((((c+a)+a)*((-(a-e))&e)));((((((c | a) + (c & a)) ^ ~ a) + ((((c | a) + (c & a)) | a) << 1)) + 1) & ((~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)) | e) - ~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)))) * ((((((c | a) + (c & a)) ^ ~ a) + ((((c | a) + (c & a)) | a) << 1)) + 1) | ((~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)) | e) - ~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)))) + ((((((c | a) + (c & a)) ^ ~ a) + ((((c | a) + (c & a)) | a) << 1)) + 1) & ~ ((~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)) | e) - ~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)))) * (~ (((((c | a) + (c & a)) ^ ~ a) + ((((c | a) + (c & a)) | a) << 1)) + 1) & ((~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1)) | e) - ~ (~ (((a ^ e) - ((~ a & e) << 1)) - 1))))
144;((-((((a-d)+a)-(-d))^((-a)-(~(d-d))))));~ (((((((((a + ~ d) + 1) - ~ a) - 1) + ~ (~ (d - 1))) + 1) - (((~ (a - 1) & ~ (~ d + d)) << 1) - (~ (a - 1) ^ (~ d + d)))) - ((((((((a + ~ d) + 1) - ~ a) - 1) + ~ (~ (d - 1))) + 1) | ~ (((~ (a - 1) & ~ (~ d + d)) << 1) - (~ (a - 1) ^ (~ d + d)))) + (((((((a + ~ d) + 1) - ~ a) - 1) + ~ (~ (d - 1))) + 1) | ~ (((~ (a - 1) & ~ (~ d + d)) << 1) - (~ (a - 1) ^ (~ d + d)))))) - 2) + 1
145;(((-(((e&e)+e)-(~a)))+(-(~(~(a*a))))));((~ ((((((((~ e | e) + e) + 1) | e) + ((((~ e | e) + e) + 1) & e)) & ~ (- a - 1)) << 1) - ((((((~ e | e) + e) + 1) | e) + ((((~ e | e) + e) + 1) & e)) ^ (- a - 1))) + 1) | ((- ((a & a) * (a | a) + (a & ~ a) * (~ a & a)) - 1) + 1)) + ((~ ((((((((~ e | e) + e) + 1) | e) + ((((~ e | e) + e) + 1) & e)) & ~ (- a - 1)) << 1) - ((((((~ e | e) + e) + 1) | e) + ((((~ e | e) + e) + 1) & e)) ^ (- a - 1))) + 1) & ((- ((a & a) * (a | a) + (a & ~ a) * (~ a & a)) - 1) + 1))
146;(((-(-(~b)))&(-(b-d))));(~ (~ ((b + 1) - 1)) | (~ ((b & ~ d) - (~ b & d)) + 1)) - ~ (~ ((b + 1) - 1))
147;(((a-(c*c))|((c*c)|a)));((((a ^ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) - ((~ a & ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) << 1)) + ((((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & ~ a) + a)) + 1) + ((- ((a ^ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) - ((~ a & ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) << 1)) - 1) | (- ((((c & c) * (c | c) + (c & ~ c) * (~ c & c)) & ~ a) + a) - 1))
148;((((d*a)&((~((-a)^a))&a))-(((-a)-e)&e)));((((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) ^ ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)))) - ((~ (((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) & ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)))) + (~ (((~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) | (((~ (((~ a + 1) & a) + ~ ((~ a + 1) | a)) | a) + (((~ a + 1) & a) + ~ ((~ a + 1) | a))) + 1)) + ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) + 1) & ((~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)) | e) - ~ ((~ (a - 1) & ~ e) - (~ (~ (a - 1)) & e)))))
149;(((~(b|(b*b)))^(~((b*(-e))^(e-(-b))))));((- ((b & ~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) + ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) - 1) | (((((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) & ((e + ~ (~ b + 1)) + 1)) - (((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) | ((e + ~ (~ b + 1)) + 1))) - 1)) - ((- ((b & ~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) + ((b & b) * (b | b) + (b & ~ b) * (~ b & b))) - 1) & (((((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) & ((e + ~ (~ b + 1)) + 1)) - (((b & (~ e + 1)) * (b | (~ e + 1)) + (b & ~ (~ e + 1)) * (~ b & (~ e + 1))) | ((e + ~ (~ b + 1)) + 1))) - 1))
150;(((((b^b)-c)-e)+((c*e)|(b-b))));((((((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) & ~ e) << 1) - ((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) ^ e)) ^ ~ ((((c & e) * (c | e) + (c & ~ e) * (~ c & e)) & ~ (((b & ~ b) << 1) - (b ^ b))) + (((b & ~ b) << 1) - (b ^ b)))) + ((((((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) & ~ e) << 1) - ((((((b - b) - ((b | ~ b) << 1)) - 2) & ~ c) - (~ (((b - b) - ((b | ~ b) << 1)) - 2) & c)) ^ e)) | ((((c & e) * (c | e) + (c & ~ e) * (~ c & e)) & ~ (((b & ~ b) << 1) - (b ^ b))) + (((b & ~ b) << 1) - (b ^ b)))) << 1)) + 1
151;((((b^b)|(e+b))^(-(((e|e)|(e*e))^(-e)))));(((((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) + (((e ^ ~ b) + ((e | b) << 1)) + 1)) + 1) + ((- (((b - b) - ((b | ~ b) + (b | ~ b))) - 2) - 1) | (- (((e ^ ~ b) + ((e | b) << 1)) + 1) - 1))) | (~ (((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) - (~ e + 1)) - ((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)) + (((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)))) - 2) + 1)) - (((((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) + (((e ^ ~ b) + ((e | b) << 1)) + 1)) + 1) + ((- (((b - b) - ((b | ~ b) + (b | ~ b))) - 2) - 1) | (- (((e ^ ~ b) + ((e | b) << 1)) + 1) - 1))) & (~ (((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) - (~ e + 1)) - ((((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)) + (((((((e + e) + 1) + ((- e - 1) | (- e - 1))) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (((e + e) + 1) + ((- e - 1) | (- e - 1))) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) | ~ (~ e + 1)))) - 2) + 1))
152;(((-(~((a-(~e))-(e^e))))-(e-(e|e))));((((((((a & ~ (- e - 1)) + (a & ~ (- e - 1))) - (a ^ (- e - 1))) + ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + 1) + 1) & ~ (((e & ~ ((e & ~ e) + e)) << 1) - (e ^ ((e & ~ e) + e)))) << 1) - (((((((a & ~ (- e - 1)) + (a & ~ (- e - 1))) - (a ^ (- e - 1))) + ~ (((e - e) - ((e | ~ e) << 1)) - 2)) + 1) + 1) ^ (((e & ~ ((e & ~ e) + e)) << 1) - (e ^ ((e & ~ e) + e))))
153;(((c*(((a*c)^c)|a))+(a-a)));(((c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (c | (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) + (c & ~ (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (~ c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a))) ^ ((a ^ a) - ((~ a & a) << 1))) + ((((c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (c | (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) + (c & ~ (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a)) * (~ c & (((((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - c) - ((((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c) + (((a & c) * (a | c) + (a & ~ c) * (~ a & c)) | ~ c))) - 2) & ~ a) + a))) & ((a ^ a) - ((~ a & a) << 1))) << 1)
154;((~(((c*a)*(c-(e^a)))|(~((a*e)-(e&c))))));- ((((((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) * (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) | ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) + (((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ~ ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1)) * (~ ((c & a) * (c | a) + (c & ~ a) * (~ c & a)) & ((c + ~ (((e - a) - ((e | ~ a) + (e | ~ a))) - 2)) + 1))) & ~ (~ ((a & e) * (a | e) + (a & ~ e) * (~ a & e)) + ((~ e | c) - ~ e))) + (~ ((a & e) * (a | e) + (a & ~ e) * (~ a & e)) + ((~ e | c) - ~ e))) - 1
155;(((~((e&e)+(b-b)))^((b^b)+b)));((- (((((~ e | e) + e) + 1) ^ ((b ^ b) - ((~ b & b) + (~ b & b)))) + (((((~ e | e) + e) + 1) & ((b ^ b) - ((~ b & b) + (~ b & b)))) << 1)) - 1) | ((((b | b) - (b & b)) - ~ b) - 1)) - ((- (((((~ e | e) + e) + 1) ^ ((b ^ b) - ((~ b & b) + (~ b & b)))) + (((((~ e | e) + e) + 1) & ((b ^ b) - ((~ b & b) + (~ b & b)))) << 1)) - 1) & ((((b | b) - (b & b)) - ~ b) - 1))
156;(((((a&d)-((d^c)|c))&(d-d))-((d^(-c))*d)));((((~ ((((~ a | d) - ~ a) ^ (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) - ((~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) + (~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)))) | (((d & ~ d) << 1) - (d ^ d))) + ((((~ a | d) - ~ a) ^ (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) - ((~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c)) + (~ ((~ a | d) - ~ a) & (((((d - c) - ((d | ~ c) + (d | ~ c))) - 2) & ~ c) + c))))) + 1) + ~ (((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & d) * ((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) | d) + ((((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & ~ d) * (~ (((d - ~ (c - 1)) - ((d | ~ (~ (c - 1))) << 1)) - 2) & d))) + 1
157;(((-((c-c)|((c+c)|c)))&(-((d*d)+c))));(~ (~ (((((c + ~ c) + 1) & ~ ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) + ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) - 1)) | (~ ((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) - ~ c) - 1) + 1)) - ~ (~ (((((c + ~ c) + 1) & ~ ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) + ((((c ^ c) + ((c & c) << 1)) & ~ c) + c)) - 1))
158;((((d&(-e))|(d*e))&(e^(e|d))));(~ (((((~ d | ~ (e - 1)) + d) + 1) & ~ ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) + ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) | ((e | (((e + d) + 1) + ((- e - 1) | (- d - 1)))) - (e & (((e + d) + 1) + ((- e - 1) | (- d - 1)))))) - ~ (((((~ d | ~ (e - 1)) + d) + 1) & ~ ((d & e) * (d | e) + (d & ~ e) * (~ d & e))) + ((d & e) * (d | e) + (d & ~ e) * (~ d & e)))
159;((((c^b)+a)^((c|c)-(b+c))));((((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) - ~ a) - 1) | ((((c & ~ c) + c) & ~ (((b ^ ~ c) + ((b | c) << 1)) + 1)) - (~ ((c & ~ c) + c) & (((b ^ ~ c) + ((b | c) << 1)) + 1)))) - ((((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) - ~ a) - 1) & ((((c & ~ c) + c) & ~ (((b ^ ~ c) + ((b | c) << 1)) + 1)) - (~ ((c & ~ c) + c) & (((b ^ ~ c) + ((b | c) << 1)) + 1))))
160;((((e&(~a))|(b-a))|(~((e|b)-e))));((((((e | a) - a) + (((b & ~ a) << 1) - (b ^ a))) + 1) + ((- ((e | a) - a) - 1) | (- (((b & ~ a) << 1) - (b ^ a)) - 1))) & ~ (~ (((e + b) + 1) + ((- e - 1) | (- b - 1))) + e)) + (~ (((e + b) + 1) + ((- e - 1) | (- b - 1))) + e)
161;((-(((a*d)*d)*a)));~ (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & a) * (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) | a) + (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & ~ a) * (~ ((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d) * (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | d) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & ~ d) * (~ ((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & d)) & a)) - 1)
162;((~((e+e)+(e|d))));- ((((e - ~ e) - 1) - ~ ((e & ~ d) + d)) - 1) - 1
163;((((~(d*e))*(d^(d^(e&e))))*(d^(d&d))));((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) * ((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) | ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) + ((((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ~ ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d)))) * (~ (((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) | (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) + ((- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & ~ (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2)) * (~ (- ((d & e) * (d | e) + (d & ~ e) * (~ d & e)) - 1) & (((d - (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) - ((d | ~ (((d - (((~ e | e) + e) + 1)) - ((d | ~ (((~ e | e) + e) + 1)) + (d | ~ (((~ e | e) + e) + 1)))) - 2)) << 1)) - 2))) & ((d | ((~ d | d) - ~ d)) - (d & ((~ d | d) - ~ d))))
164;((~((a+((a+a)&(b&b)))&((-a)*(a+a)))));- ((~ (((a ^ ~ ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + ((a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + (a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))))) + 1) | (((~ a + 1) & ((a - ~ a) - 1)) * ((~ a + 1) | ((a - ~ a) - 1)) + ((~ a + 1) & ~ ((a - ~ a) - 1)) * (~ (~ a + 1) & ((a - ~ a) - 1)))) - ~ (((a ^ ~ ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + ((a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))) + (a | ((~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) | (((~ b | b) + b) + 1)) - ~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1))))) + 1)) - 1
